,From,To
886,C1_t190,C1_t191
887,C2_t205,C2_t206
888,C2_t290,C2_t291
889,O2_t256,O2_t257
890,FC1_t290,CFC8_t291
891,AF3_t27,CFC7_t28
892,Fz_t232,Fz_t233
893,T7_t372,F6_t373
894,CCP2_t86,CCP2_t87
895,CCP2_t39,C4_t40
896,CFC7_t137,CFC7_t138
897,CP5_t284,CP5_t285
898,CFC7_t99,CFC7_t100
899,FC2_t22,FC2_t23
900,FC3_t42,FC3_t43
901,AF4_t114,CCP1_t115
902,P1_t137,CCP2_t138
903,FCz_t49,FCz_t50
904,F4_t293,F4_t294
905,CP6_t129,CP6_t130
906,F6_t103,P3_t104
907,C5_t13,CCP5_t14
908,Fz_t136,Fz_t137
909,C4_t139,CCP8_t140
910,CPz_t330,CCP7_t331
911,CCP8_t241,FC4_t242
912,CFC7_t130,CFC5_t131
913,AF4_t15,FC3_t16
914,PO1_t285,PO2_t286
915,CCP6_t214,T7_t215
916,P5_t327,P5_t328
917,CP2_t247,CP2_t248
918,P1_t187,CFC4_t188
919,F4_t191,C2_t192
920,P5_t73,P5_t74
921,T7_t90,PO1_t91
922,CP6_t96,CP6_t97
923,F5_t316,F5_t317
924,F2_t103,F2_t104
925,F2_t154,F2_t155
926,CPz_t100,P4_t101
927,CCP1_t346,P5_t347
928,CP6_t80,CP6_t81
929,CCP6_t66,CCP6_t67
930,CCP4_t268,CCP4_t269
931,FCz_t37,FCz_t38
932,P3_t271,P3_t272
933,CP5_t338,CP6_t339
934,P4_t118,F1_t119
935,CFC4_t392,CFC4_t393
936,C1_t265,C1_t266
937,F1_t59,CFC4_t60
938,P2_t301,P5_t302
939,CCP2_t70,CCP2_t71
940,F1_t87,CCP6_t88
941,CCP2_t143,CCP2_t144
942,T8_t253,T8_t254
943,PO1_t306,O2_t307
944,CCP7_t319,CCP5_t320
945,CP1_t352,CP3_t353
946,CFC3_t394,CCP3_t395
947,P3_t11,P3_t12
948,CCP1_t62,CCP1_t63
949,F5_t92,CPz_t93
950,CCP7_t397,CFC8_t398
951,FC5_t67,CCP2_t68
952,P4_t308,P4_t309
953,F5_t23,F5_t24
954,PO1_t55,CCP3_t56
955,C5_t204,C5_t205
956,F1_t375,C6_t376
957,CPz_t51,CP5_t52
958,CFC5_t112,C5_t113
959,PO2_t323,PO2_t324
960,CCP3_t22,CCP3_t23
961,T7_t111,T7_t112
962,AF4_t98,AF4_t99
963,AF3_t185,F2_t186
964,P3_t155,F6_t156
965,F1_t161,Fz_t162
966,C4_t44,C4_t45
967,CCP8_t198,F3_t199
968,O2_t284,O2_t285
969,Cz_t352,CCP2_t353
970,AF4_t15,CFC5_t16
971,CP5_t20,PO2_t21
972,CFC4_t80,CP6_t81
973,Cz_t341,Cz_t342
974,FC3_t127,FC3_t128
975,O2_t142,F4_t143
976,CP2_t101,CP6_t102
977,Fz_t288,Fz_t289
978,O2_t79,O2_t80
979,FC1_t176,FC1_t177
980,CCP6_t269,CCP6_t270
981,P4_t51,P4_t52
982,FC6_t20,FC6_t21
983,PO1_t207,CP1_t208
984,AF3_t353,C3_t354
985,F5_t111,F5_t112
986,CFC4_t279,CP6_t280
987,CP1_t282,CP1_t283
988,CP6_t283,CP6_t284
989,T8_t172,Cz_t173
990,CFC5_t214,CFC8_t215
991,CCP3_t344,F1_t345
992,P5_t88,P5_t89
993,CP1_t202,CP1_t203
994,P2_t316,P2_t317
995,F5_t217,CP3_t218
996,CFC6_t278,CFC6_t279
997,CPz_t312,CCP4_t313
998,CP2_t382,CP2_t383
999,CCP2_t387,CCP2_t388
1000,FC4_t296,CFC8_t297
1001,CFC4_t219,CFC4_t220
1002,F1_t69,F1_t70
1003,T8_t300,O1_t301
1004,CFC3_t393,CCP1_t394
1005,F1_t236,CP1_t237
1006,C4_t166,C4_t167
1007,CFC6_t161,CP2_t162
1008,Fz_t172,Fz_t173
1009,CFC8_t395,FC6_t396
1010,FC1_t182,P2_t183
1011,FC1_t65,CFC8_t66
1012,PO1_t73,C3_t74
1013,FC4_t168,CCP5_t169
1014,FCz_t291,FCz_t292
1015,CCP8_t187,C4_t188
1016,CP1_t177,O2_t178
1017,FC4_t299,CCP8_t300
1018,FC1_t64,C6_t65
1019,CCP4_t205,CCP4_t206
1020,PO1_t240,PO1_t241
1021,CFC7_t73,CCP4_t74
1022,FC6_t40,FC6_t41
1023,C6_t116,C6_t117
1024,O2_t141,CCP5_t142
1025,FC3_t166,FC3_t167
1026,Pz_t169,P6_t170
1027,FC3_t181,C5_t182
1028,T8_t256,T8_t257
1029,CFC2_t385,CFC2_t386
1030,CCP6_t79,CCP6_t80
1031,P3_t13,P3_t14
1032,PO1_t32,PO1_t33
1033,Fz_t153,P2_t154
1034,C3_t196,CCP8_t197
1035,CP4_t216,CP4_t217
1036,C4_t282,P5_t283
1037,CCP8_t235,FC3_t236
1038,C5_t218,CCP7_t219
1039,P3_t171,P3_t172
1040,CFC5_t302,CFC5_t303
1041,CFC2_t133,CP4_t134
1042,F1_t277,F1_t278
1043,F1_t88,CFC2_t89
1044,O1_t36,P2_t37
1045,FC2_t60,FC2_t61
1046,F4_t270,CFC7_t271
1047,CCP3_t164,C4_t165
1048,FC6_t202,FC6_t203
1049,CFC3_t374,F2_t375
1050,F2_t318,F2_t319
1051,CFC7_t45,CFC7_t46
1052,CP3_t373,C6_t374
1053,CP6_t146,CP6_t147
1054,CCP6_t204,CCP6_t205
1055,CP2_t101,CP2_t102
1056,F4_t225,F4_t226
1057,C5_t31,FC1_t32
1058,CP6_t184,CP6_t185
1059,P1_t17,CP1_t18
1060,Fz_t41,Fz_t42
1061,O2_t253,O2_t254
1062,P6_t325,F3_t326
1063,CFC2_t100,CFC2_t101
1064,Pz_t3,O2_t4
1065,F4_t137,F4_t138
1066,F6_t319,F6_t320
1067,CFC4_t351,CCP3_t352
1068,CCP8_t121,CCP8_t122
1069,AF4_t201,AF4_t202
1070,CPz_t296,CPz_t297
1071,CCP6_t314,P3_t315
1072,FC5_t249,CCP4_t250
1073,FC2_t32,CP4_t33
1074,C3_t238,C6_t239
1075,C4_t2,C4_t3
1076,CFC3_t5,CFC3_t6
1077,CP5_t329,CP5_t330
1078,P1_t145,O2_t146
1079,CCP3_t176,P5_t177
1080,CCP8_t380,CCP8_t381
1081,O2_t131,PO2_t132
1082,CP2_t113,C5_t114
1083,AF4_t186,AF4_t187
1084,F5_t373,F5_t374
1085,CP6_t212,CFC5_t213
1086,CCP5_t347,P4_t348
1087,P2_t186,CFC4_t187
1088,O1_t10,F2_t11
1089,CFC8_t214,CFC8_t215
1090,CCP1_t331,CCP1_t332
1091,CCP7_t357,CP4_t358
1092,CFC3_t34,CFC3_t35
1093,CFC4_t120,C5_t121
1094,FC1_t177,FC1_t178
1095,CCP5_t340,CCP5_t341
1096,T8_t39,PO2_t40
1097,FC6_t190,FC6_t191
1098,CFC8_t35,CFC8_t36
1099,P2_t398,CCP2_t399
1100,CFC7_t196,CFC8_t197
1101,CCP2_t170,CP5_t171
1102,F5_t318,FC5_t319
1103,CFC4_t111,CFC4_t112
1104,CFC1_t83,T8_t84
1105,AF3_t354,CFC5_t355
1106,P1_t103,CP2_t104
1107,T8_t142,T8_t143
1108,Fz_t368,Fz_t369
1109,Fz_t9,CFC6_t10
1110,CP1_t218,P5_t219
1111,PO1_t141,PO1_t142
1112,CFC2_t32,CPz_t33
1113,CCP4_t6,CCP8_t7
1114,Fz_t213,Fz_t214
1115,Pz_t191,P4_t192
1116,C3_t223,C3_t224
1117,C1_t348,C1_t349
1118,FC1_t30,FC1_t31
1119,P2_t296,CFC8_t297
1120,CP3_t261,C6_t262
1121,T8_t22,CFC2_t23
1122,CCP3_t280,Fz_t281
1123,CP5_t260,CP5_t261
1124,P5_t216,P3_t217
1125,CCP7_t160,F4_t161
1126,CCP2_t63,CCP2_t64
1127,FC1_t59,P6_t60
1128,T8_t380,Cz_t381
1129,P6_t364,P6_t365
1130,FC6_t105,FCz_t106
1131,FC3_t110,F2_t111
1132,P4_t91,C6_t92
1133,P4_t212,CP6_t213
1134,C3_t316,C3_t317
1135,C6_t23,CP5_t24
1136,CCP7_t28,CFC4_t29
1137,Cz_t44,C4_t45
1138,P3_t64,P3_t65
1139,CFC3_t198,CFC3_t199
1140,F3_t151,F3_t152
1141,AF3_t190,AF3_t191
1142,CCP8_t352,F2_t353
1143,CFC8_t354,CFC8_t355
1144,O2_t372,P4_t373
1145,FC5_t180,CCP4_t181
1146,PO1_t288,PO1_t289
1147,CFC2_t394,FC1_t395
1148,CP1_t69,CP1_t70
1149,O1_t398,CP5_t399
1150,P5_t390,CP1_t391
1151,F2_t304,P4_t305
1152,F1_t187,F1_t188
1153,P6_t282,P6_t283
1154,C6_t393,C6_t394
1155,CFC4_t338,CFC4_t339
1156,O2_t47,CFC5_t48
1157,F3_t139,CP1_t140
1158,CFC3_t55,CFC3_t56
1159,C6_t111,C6_t112
1160,CP2_t107,F6_t108
1161,O2_t47,FC4_t48
1162,CCP4_t232,CFC5_t233
1163,CP6_t160,CP6_t161
1164,CP1_t85,CP1_t86
1165,CCP7_t106,CCP7_t107
1166,CP5_t288,FC5_t289
1167,F6_t116,CP4_t117
1168,F2_t199,F2_t200
1169,C2_t244,T8_t245
1170,CP5_t204,CP5_t205
1171,T7_t291,T7_t292
1172,CCP1_t325,CCP1_t326
1173,CFC4_t385,CFC4_t386
1174,CFC2_t241,CFC2_t242
1175,P1_t261,C3_t262
1176,CP2_t68,CFC3_t69
1177,P1_t143,FC3_t144
1178,AF3_t58,F6_t59
1179,CCP6_t49,CCP6_t50
1180,P2_t255,P6_t256
1181,CFC2_t184,CFC2_t185
1182,C4_t218,C4_t219
1183,FC1_t289,C6_t290
1184,CFC5_t301,CFC5_t302
1185,CFC7_t260,CFC7_t261
1186,F1_t266,F1_t267
1187,F1_t150,F1_t151
1188,C5_t351,CCP4_t352
1189,AF3_t45,O2_t46
1190,CP1_t314,T8_t315
1191,O2_t393,CFC8_t394
1192,CP1_t130,CP6_t131
1193,Fz_t238,T7_t239
1194,CPz_t203,CFC1_t204
1195,Cz_t181,Cz_t182
1196,CFC2_t271,F5_t272
1197,CPz_t153,CCP1_t154
1198,CP4_t172,CP4_t173
1199,FC3_t147,FC3_t148
1200,CCP2_t324,F2_t325
1201,T7_t216,O1_t217
1202,CCP3_t212,CCP3_t213
1203,FC3_t309,FC3_t310
1204,P1_t202,P6_t203
1205,PO1_t0,P5_t1
1206,FC5_t22,P5_t23
1207,F5_t383,F5_t384
1208,Pz_t22,Pz_t23
1209,C2_t84,C2_t85
1210,P6_t80,P6_t81
1211,F3_t85,F3_t86
1212,P6_t101,P6_t102
1213,CPz_t129,FC1_t130
1214,FC3_t187,FC3_t188
1215,CFC3_t357,CFC3_t358
1216,F5_t6,CFC5_t7
1217,CPz_t259,PO1_t260
1218,CP2_t311,CP2_t312
1219,FC4_t49,CFC7_t50
1220,CCP6_t104,O1_t105
1221,CP4_t354,P6_t355
1222,P1_t139,P1_t140
1223,O1_t41,FC4_t42
1224,CFC3_t149,FC4_t150
1225,CCP3_t381,T7_t382
1226,CCP7_t209,CFC7_t210
1227,CFC5_t78,CFC5_t79
1228,Pz_t172,Fz_t173
1229,P6_t363,FCz_t364
1230,F3_t16,F3_t17
1231,PO2_t89,CCP2_t90
1232,CP4_t80,F6_t81
1233,P1_t231,P1_t232
1234,CFC5_t392,CFC5_t393
1235,C1_t27,C5_t28
1236,C2_t311,O1_t312
1237,F1_t371,FC2_t372
1238,FC4_t154,FC4_t155
1239,CP4_t319,CFC2_t320
1240,P4_t222,P4_t223
1241,CP2_t378,CCP8_t379
1242,F1_t116,F1_t117
1243,F5_t381,F5_t382
1244,CFC6_t220,CP4_t221
1245,CFC4_t57,CFC4_t58
1246,O2_t84,O2_t85
1247,CP1_t249,CP1_t250
1248,O1_t171,FC3_t172
1249,Pz_t356,CP6_t357
1250,F4_t376,F4_t377
1251,P1_t114,P1_t115
1252,F6_t221,F6_t222
1253,C3_t340,C3_t341
1254,CP5_t156,CP5_t157
1255,T7_t330,T7_t331
1256,CP4_t18,CP4_t19
1257,CCP7_t270,FC1_t271
1258,C5_t18,C1_t19
1259,P4_t313,F2_t314
1260,AF3_t45,AF3_t46
1261,CP2_t171,CP2_t172
1262,P1_t109,P1_t110
1263,CFC4_t174,CFC4_t175
1264,F5_t203,FC3_t204
1265,C6_t355,C6_t356
1266,FC3_t368,AF3_t369
1267,AF3_t360,CFC5_t361
1268,FCz_t389,FCz_t390
1269,Pz_t167,P6_t168
1270,O2_t7,CFC4_t8
1271,FC3_t361,FC3_t362
1272,FC3_t301,CP6_t302
1273,Cz_t40,F5_t41
1274,FCz_t396,CPz_t397
1275,FC4_t353,CCP8_t354
1276,CCP6_t22,AF4_t23
1277,F6_t66,F6_t67
1278,FC1_t120,FC1_t121
1279,CCP2_t352,FC6_t353
1280,F3_t293,F3_t294
1281,CFC3_t141,CFC3_t142
1282,FC6_t234,P4_t235
1283,FCz_t183,FCz_t184
1284,T8_t341,T8_t342
1285,FC5_t248,F6_t249
1286,CFC6_t212,CFC6_t213
1287,O1_t192,O1_t193
1288,FC6_t319,FC6_t320
1289,P5_t357,P5_t358
1290,O1_t77,P1_t78
1291,CFC8_t87,CFC8_t88
1292,CCP6_t167,CCP6_t168
1293,FC6_t100,FC3_t101
1294,C1_t127,CFC8_t128
1295,P2_t135,P2_t136
1296,C2_t205,FC3_t206
1297,F1_t108,F2_t109
1298,P6_t206,CCP5_t207
1299,CFC1_t317,CFC1_t318
1300,F3_t190,F3_t191
1301,CFC3_t44,CFC3_t45
1302,FC3_t301,C6_t302
1303,Pz_t389,C5_t390
1304,Pz_t123,AF4_t124
1305,CFC2_t214,P3_t215
1306,CCP1_t315,Pz_t316
1307,CCP3_t234,CP4_t235
1308,FCz_t209,FCz_t210
1309,CP4_t285,CFC5_t286
1310,FC4_t57,FC4_t58
1311,CP3_t171,FC4_t172
1312,PO1_t83,PO1_t84
1313,F4_t17,Fz_t18
1314,CCP2_t86,O1_t87
1315,CFC6_t201,CCP6_t202
1316,C1_t185,T7_t186
1317,CFC1_t195,CFC1_t196
1318,C3_t284,C3_t285
1319,FCz_t270,FCz_t271
1320,C4_t173,PO1_t174
1321,CCP5_t151,CFC7_t152
1322,CFC1_t16,C2_t17
1323,T7_t135,F1_t136
1324,T7_t121,CFC4_t122
1325,P6_t78,P6_t79
1326,Cz_t38,CP3_t39
1327,CFC8_t209,C5_t210
1328,CCP5_t175,FC4_t176
1329,CFC6_t162,CFC5_t163
1330,F3_t59,F3_t60
1331,T7_t203,T7_t204
1332,CP2_t269,CP2_t270
1333,CP1_t95,C5_t96
1334,C6_t179,CFC8_t180
1335,AF3_t356,AF3_t357
1336,P4_t76,C6_t77
1337,CP1_t313,CP1_t314
1338,C1_t181,C1_t182
1339,CFC8_t161,CFC3_t162
1340,AF3_t190,FC2_t191
1341,FC3_t198,FC3_t199
1342,CCP8_t236,F5_t237
1343,CP6_t101,CP6_t102
1344,CCP4_t146,PO1_t147
1345,FC2_t365,FC2_t366
1346,F5_t132,P5_t133
1347,FC5_t3,Cz_t4
1348,O2_t340,CFC1_t341
1349,Pz_t116,CP4_t117
1350,CCP6_t248,CCP5_t249
1351,P4_t372,O2_t373
1352,C1_t71,CCP6_t72
1353,CFC7_t290,CP6_t291
1354,P2_t217,CP2_t218
1355,F3_t367,F3_t368
1356,CFC7_t353,O1_t354
1357,FC1_t128,AF3_t129
1358,FC3_t333,CP6_t334
1359,F6_t85,F6_t86
1360,P5_t312,C5_t313
1361,T7_t162,CCP6_t163
1362,F2_t365,F2_t366
1363,Fz_t83,AF4_t84
1364,CCP4_t43,CCP4_t44
1365,FCz_t220,FCz_t221
1366,Fz_t70,CFC3_t71
1367,O1_t64,O1_t65
1368,AF3_t239,AF3_t240
1369,O2_t80,O2_t81
1370,CFC4_t86,CFC4_t87
1371,AF4_t320,P4_t321
1372,CP2_t100,CP2_t101
1373,C1_t247,P3_t248
1374,CCP6_t156,CCP6_t157
1375,FC5_t298,FC5_t299
1376,FC1_t45,FC1_t46
1377,CP1_t323,CP6_t324
1378,CFC8_t382,CFC8_t383
1379,Pz_t299,P2_t300
1380,CCP5_t152,CFC5_t153
1381,F6_t274,T7_t275
1382,CP3_t170,CCP2_t171
1383,CP6_t179,CCP8_t180
1384,FC5_t168,CFC5_t169
1385,CP5_t289,CFC5_t290
1386,CCP7_t383,CCP7_t384
1387,CFC6_t340,CFC6_t341
1388,CCP3_t363,C1_t364
1389,CFC1_t200,CFC1_t201
1390,FCz_t261,FCz_t262
1391,CP6_t261,CP6_t262
1392,F3_t310,CFC7_t311
1393,FC2_t344,CP4_t345
1394,O2_t230,T7_t231
1395,T7_t44,T7_t45
1396,CP1_t126,FC1_t127
1397,C5_t254,O1_t255
1398,O1_t217,O1_t218
1399,F5_t336,P1_t337
1400,CFC5_t335,O1_t336
1401,CP2_t21,CP6_t22
1402,CP3_t373,P6_t374
1403,FC5_t31,FC5_t32
1404,CFC6_t181,CP3_t182
1405,AF3_t8,PO2_t9
1406,FC5_t389,FC4_t390
1407,CFC4_t234,CFC4_t235
1408,FC1_t316,FC1_t317
1409,PO2_t281,PO2_t282
1410,C2_t124,C2_t125
1411,Pz_t36,Pz_t37
1412,T8_t119,CP1_t120
1413,CFC5_t264,CFC5_t265
1414,F6_t28,F5_t29
1415,CFC7_t303,CFC7_t304
1416,PO2_t353,PO2_t354
1417,CPz_t384,C2_t385
1418,FC1_t128,FC1_t129
1419,AF4_t126,AF4_t127
1420,FC5_t158,O1_t159
1421,FC2_t321,CCP5_t322
1422,CFC8_t327,FCz_t328
1423,AF4_t124,AF4_t125
1424,P2_t218,CP6_t219
1425,CCP8_t329,CCP7_t330
1426,O1_t5,O1_t6
1427,CFC7_t51,FC2_t52
1428,CCP5_t330,CCP5_t331
1429,F1_t262,FC2_t263
1430,P2_t295,C4_t296
1431,CFC3_t184,P3_t185
1432,Fz_t256,Fz_t257
1433,CCP1_t269,CP6_t270
1434,F1_t154,F1_t155
1435,AF4_t119,F2_t120
1436,CP4_t329,T7_t330
1437,CFC7_t6,CFC7_t7
1438,CCP7_t145,CCP7_t146
1439,CFC7_t187,CFC7_t188
1440,CP5_t137,CP5_t138
1441,T7_t377,CFC3_t378
1442,P6_t124,C5_t125
1443,T7_t159,F4_t160
1444,CCP1_t59,O1_t60
1445,FCz_t18,FCz_t19
1446,CFC7_t120,CFC4_t121
1447,PO2_t232,PO2_t233
1448,CP4_t331,CP4_t332
1449,P4_t93,P4_t94
1450,P1_t173,CCP4_t174
1451,PO2_t2,F1_t3
1452,P1_t81,C2_t82
1453,C3_t163,C3_t164
1454,T8_t276,CFC4_t277
1455,T8_t241,CP3_t242
1456,CFC7_t395,O1_t396
1457,FC6_t174,FC6_t175
1458,F2_t208,F2_t209
1459,F1_t125,Fz_t126
1460,F6_t174,F6_t175
1461,C4_t9,CFC8_t10
1462,F4_t59,F4_t60
1463,F5_t13,CP5_t14
1464,CCP3_t149,CCP1_t150
1465,Pz_t310,AF4_t311
1466,T8_t345,T8_t346
1467,PO2_t348,FCz_t349
1468,FC2_t228,FC6_t229
1469,T8_t280,T8_t281
1470,CP4_t94,P6_t95
1471,C5_t196,CCP3_t197
1472,CP3_t334,CP3_t335
1473,O2_t389,C6_t390
1474,C5_t300,C5_t301
1475,F5_t279,F5_t280
1476,CP4_t24,CFC7_t25
1477,CFC6_t141,CFC6_t142
1478,O2_t157,O2_t158
1479,F1_t75,F1_t76
1480,CP4_t335,CP4_t336
1481,C1_t361,F3_t362
1482,C5_t306,C5_t307
1483,Fz_t396,T7_t397
1484,CCP4_t106,Pz_t107
1485,CFC3_t290,PO1_t291
1486,FC2_t105,F6_t106
1487,CP4_t283,C3_t284
1488,CCP5_t199,AF4_t200
1489,CFC7_t86,CFC7_t87
1490,AF3_t190,FC3_t191
1491,FC3_t76,FC3_t77
1492,CP2_t353,CP1_t354
1493,CP5_t6,CFC6_t7
1494,CP1_t355,PO2_t356
1495,CFC7_t365,P3_t366
1496,C3_t398,P1_t399
1497,C5_t30,C5_t31
1498,C5_t201,CP6_t202
1499,CP2_t369,CFC4_t370
1500,FC6_t210,FC6_t211
1501,P1_t113,Pz_t114
1502,Fz_t255,Fz_t256
1503,FC1_t343,FC1_t344
1504,C2_t142,C2_t143
1505,C2_t339,Cz_t340
1506,CFC4_t28,P5_t29
1507,P1_t125,PO1_t126
1508,CP3_t35,CP3_t36
1509,Pz_t68,CP1_t69
1510,CFC6_t229,CFC5_t230
1511,CPz_t284,F3_t285
1512,CFC3_t299,CCP2_t300
1513,Fz_t321,CFC8_t322
1514,CCP1_t18,CCP1_t19
1515,P2_t275,CCP6_t276
1516,C2_t367,C2_t368
1517,F1_t127,F1_t128
1518,CCP8_t129,C4_t130
1519,CCP7_t43,CCP7_t44
1520,CP1_t256,CP1_t257
1521,CCP1_t388,CCP1_t389
1522,CP3_t59,T8_t60
1523,CCP6_t152,PO2_t153
1524,FC2_t224,FC2_t225
1525,T8_t253,C2_t254
1526,C1_t83,CFC3_t84
1527,PO2_t268,PO2_t269
1528,C5_t381,CCP6_t382
1529,F6_t389,CCP7_t390
1530,CP2_t89,CFC4_t90
1531,P2_t271,C5_t272
1532,F1_t212,AF4_t213
1533,P6_t229,P6_t230
1534,CCP7_t222,CCP7_t223
1535,CCP2_t14,CCP2_t15
1536,Cz_t170,FC6_t171
1537,C2_t49,C2_t50
1538,T8_t252,CFC7_t253
1539,FC2_t229,CFC1_t230
1540,AF3_t174,Cz_t175
1541,C3_t274,C3_t275
1542,AF3_t304,CCP6_t305
1543,C6_t99,CP5_t100
1544,FC3_t197,P6_t198
1545,F2_t174,F2_t175
1546,F1_t136,T7_t137
1547,CFC1_t262,CFC1_t263
1548,CCP1_t300,CCP1_t301
1549,CCP6_t173,Pz_t174
1550,P4_t239,FC3_t240
1551,CP3_t158,CFC5_t159
1552,CFC2_t18,CFC2_t19
1553,CFC7_t59,CP5_t60
1554,FC6_t281,PO1_t282
1555,CP6_t323,AF3_t324
1556,CCP8_t231,CCP5_t232
1557,CFC6_t335,CFC6_t336
1558,F2_t42,F2_t43
1559,F2_t223,F2_t224
1560,CFC2_t265,CFC2_t266
1561,CCP5_t18,CCP5_t19
1562,T8_t54,T8_t55
1563,CCP1_t196,CCP1_t197
1564,AF3_t93,CFC8_t94
1565,Pz_t378,CPz_t379
1566,FC5_t390,FC5_t391
1567,AF4_t51,AF4_t52
1568,CPz_t151,CPz_t152
1569,CCP6_t365,CCP6_t366
1570,F2_t331,F2_t332
1571,T8_t383,CP6_t384
1572,CFC1_t265,CFC1_t266
1573,F3_t184,C4_t185
1574,C4_t338,C4_t339
1575,F5_t350,F5_t351
1576,CCP5_t9,CCP5_t10
1577,FC5_t173,FC6_t174
1578,AF4_t25,F2_t26
1579,FC5_t249,P2_t250
1580,PO1_t73,CP4_t74
1581,FC6_t32,FC6_t33
1582,O2_t108,O2_t109
1583,T8_t130,O1_t131
1584,CCP3_t241,CP2_t242
1585,C4_t157,C4_t158
1586,CFC7_t185,C2_t186
1587,CP3_t150,CP3_t151
1588,CCP1_t3,CCP1_t4
1589,C4_t330,C4_t331
1590,CFC4_t108,P1_t109
1591,PO1_t5,PO1_t6
1592,P1_t304,C4_t305
1593,C5_t260,C5_t261
1594,FC2_t236,FC2_t237
1595,Fz_t183,CP1_t184
1596,T7_t348,T7_t349
1597,CCP1_t97,CCP1_t98
1598,C1_t278,PO1_t279
1599,CP1_t207,CP1_t208
1600,F3_t200,F3_t201
1601,CCP2_t79,CCP6_t80
1602,F6_t217,F6_t218
1603,P6_t230,F1_t231
1604,CFC3_t107,O2_t108
1605,AF4_t7,AF4_t8
1606,F6_t32,F6_t33
1607,CCP5_t112,C4_t113
1608,Fz_t184,Fz_t185
1609,FC1_t31,FC3_t32
1610,O2_t89,CP2_t90
1611,CCP8_t174,CCP8_t175
1612,CFC5_t143,CFC5_t144
1613,CFC3_t178,P1_t179
1614,C6_t184,C6_t185
1615,CFC3_t248,CFC3_t249
1616,CP3_t46,CP3_t47
1617,FC4_t386,FC4_t387
1618,T7_t6,FC3_t7
1619,CP6_t40,CFC5_t41
1620,CCP4_t211,O1_t212
1621,CP3_t264,P5_t265
1622,AF4_t352,Cz_t353
1623,CFC7_t128,CP2_t129
1624,CFC4_t100,CFC4_t101
1625,CPz_t362,F1_t363
1626,P4_t379,P4_t380
1627,CCP3_t241,C4_t242
1628,Cz_t385,Cz_t386
1629,C3_t95,C3_t96
1630,CCP8_t46,CCP8_t47
1631,O1_t122,FC1_t123
1632,CFC3_t340,PO2_t341
1633,C2_t241,C2_t242
1634,P6_t357,P6_t358
1635,CP3_t249,CCP1_t250
1636,PO2_t344,PO2_t345
1637,CP5_t126,C6_t127
1638,CP5_t146,FC1_t147
1639,F2_t106,C2_t107
1640,C6_t283,CFC3_t284
1641,CP3_t55,CP5_t56
1642,C5_t112,C5_t113
1643,FC3_t1,CCP8_t2
1644,C4_t97,C4_t98
1645,FC2_t66,C2_t67
1646,P4_t95,P5_t96
1647,F2_t199,P4_t200
1648,AF4_t102,AF4_t103
1649,AF4_t104,FC4_t105
1650,Cz_t249,Cz_t250
1651,F6_t339,CCP1_t340
1652,T7_t89,Cz_t90
1653,CP3_t234,CP3_t235
1654,CFC7_t128,CP1_t129
1655,C3_t138,C3_t139
1656,Fz_t217,Fz_t218
1657,CP4_t193,CFC6_t194
1658,FC2_t343,FC2_t344
1659,AF4_t218,Cz_t219
1660,F4_t157,F4_t158
1661,CP2_t68,F3_t69
1662,O2_t89,CP3_t90
1663,CCP5_t175,Cz_t176
1664,CCP2_t255,CCP2_t256
1665,CCP2_t383,CCP2_t384
1666,Fz_t336,Fz_t337
1667,F6_t93,FC4_t94
1668,P3_t36,CFC1_t37
1669,CFC4_t395,P2_t396
1670,CPz_t314,CPz_t315
1671,FC4_t164,C2_t165
1672,AF4_t237,CFC3_t238
1673,P1_t30,P1_t31
1674,O1_t159,O1_t160
1675,C4_t161,C4_t162
1676,O1_t331,F2_t332
1677,AF3_t184,AF3_t185
1678,CP3_t67,CP3_t68
1679,CFC1_t328,CFC1_t329
1680,C3_t346,C3_t347
1681,CPz_t124,CPz_t125
1682,C5_t69,C5_t70
1683,CCP4_t375,CCP4_t376
1684,FC4_t296,AF4_t297
1685,FC3_t188,P3_t189
1686,CP6_t262,CP6_t263
1687,C2_t315,C2_t316
1688,FC5_t181,CP6_t182
1689,F5_t380,T8_t381
1690,T7_t91,F5_t92
1691,CP4_t319,Pz_t320
1692,P3_t296,P3_t297
1693,AF3_t63,AF3_t64
1694,CCP3_t263,T7_t264
1695,P1_t47,P1_t48
1696,CFC4_t325,CFC4_t326
1697,FC4_t234,CP6_t235
1698,CPz_t98,CP2_t99
1699,FC3_t244,FC3_t245
1700,Fz_t344,Fz_t345
1701,CFC6_t40,CFC6_t41
1702,T8_t130,P4_t131
1703,CCP3_t138,F3_t139
1704,PO2_t252,PO2_t253
1705,CP6_t373,P2_t374
1706,CCP5_t179,CCP5_t180
1707,FC2_t94,FC2_t95
1708,T8_t142,P2_t143
1709,F1_t252,F4_t253
1710,O1_t345,Fz_t346
1711,P6_t40,P6_t41
1712,CFC3_t24,CFC3_t25
1713,Cz_t316,Cz_t317
1714,AF3_t311,CCP6_t312
1715,CP6_t179,P3_t180
1716,P6_t213,P6_t214
1717,F3_t137,FC4_t138
1718,CP1_t301,CP1_t302
1719,P4_t306,P4_t307
1720,FC5_t256,F1_t257
1721,P1_t174,P1_t175
1722,P1_t192,CP2_t193
1723,FC2_t321,CCP7_t322
1724,CCP5_t338,CP1_t339
1725,F1_t14,FC3_t15
1726,CCP5_t357,CCP5_t358
